task,team_a,team_b,score
KIS Visual 15,vitrivr IV,vitrivr V,0
KIS Visual 15,vitrivr IV,vitrivr VI,0
KIS Visual 15,vitrivr IV,vitrivr VII,0
KIS Visual 15,vitrivr IV,vitrivr VIII,0
KIS Visual 15,vitrivr V,vitrivr VI,0
KIS Visual 15,vitrivr V,vitrivr VII,0
KIS Visual 15,vitrivr V,vitrivr VIII,0
KIS Visual 15,vitrivr VI,vitrivr VII,0
KIS Visual 15,vitrivr VI,vitrivr VIII,0
KIS Visual 15,vitrivr VII,vitrivr VIII,0
KIS Textual 15,siret I,siret II,46
KIS Textual 15,siret I,siret III,46
KIS Textual 15,siret I,siret IV,53
KIS Textual 15,siret I,siret V,79
KIS Textual 15,siret I,siret VI,38
KIS Textual 15,siret I,siret VII,73
KIS Textual 15,siret I,vitrivr I,0
KIS Textual 15,siret I,vitrivr II,46
KIS Textual 15,siret I,vitrivr III,36
KIS Textual 15,siret I,vitrivr IV,0
KIS Textual 15,siret I,vitrivr V,0
KIS Textual 15,siret I,vitrivr VI,0
KIS Textual 15,siret I,vitrivr VII,0
KIS Textual 15,siret I,vitrivr VIII,0
KIS Textual 15,siret II,siret III,56
KIS Textual 15,siret II,siret IV,56
KIS Textual 15,siret II,siret V,79
KIS Textual 15,siret II,siret VI,46
KIS Textual 15,siret II,siret VII,83
KIS Textual 15,siret II,vitrivr I,56
KIS Textual 15,siret II,vitrivr II,56
KIS Textual 15,siret II,vitrivr III,56
KIS Textual 15,siret II,vitrivr IV,56
KIS Textual 15,siret II,vitrivr V,56
KIS Textual 15,siret II,vitrivr VI,36
KIS Textual 15,siret II,vitrivr VII,56
KIS Textual 15,siret II,vitrivr VIII,56
KIS Textual 15,siret III,siret IV,63
KIS Textual 15,siret III,siret V,79
KIS Textual 15,siret III,siret VI,48
KIS Textual 15,siret III,siret VII,83
KIS Textual 15,siret III,vitrivr I,56
KIS Textual 15,siret III,vitrivr II,56
KIS Textual 15,siret III,vitrivr III,46
KIS Textual 15,siret III,vitrivr IV,56
KIS Textual 15,siret III,vitrivr V,56
KIS Textual 15,siret III,vitrivr VI,36
KIS Textual 15,siret III,vitrivr VII,56
KIS Textual 15,siret III,vitrivr VIII,56
KIS Textual 15,siret IV,siret V,79
KIS Textual 15,siret IV,siret VI,53
KIS Textual 15,siret IV,siret VII,83
KIS Textual 15,siret IV,vitrivr I,63
KIS Textual 15,siret IV,vitrivr II,63
KIS Textual 15,siret IV,vitrivr III,63
KIS Textual 15,siret IV,vitrivr IV,63
KIS Textual 15,siret IV,vitrivr V,63
KIS Textual 15,siret IV,vitrivr VI,43
KIS Textual 15,siret IV,vitrivr VII,63
KIS Textual 15,siret IV,vitrivr VIII,63
KIS Textual 15,siret V,siret VI,79
KIS Textual 15,siret V,siret VII,79
KIS Textual 15,siret V,vitrivr I,79
KIS Textual 15,siret V,vitrivr II,79
KIS Textual 15,siret V,vitrivr III,79
KIS Textual 15,siret V,vitrivr IV,79
KIS Textual 15,siret V,vitrivr V,79
KIS Textual 15,siret V,vitrivr VI,59
KIS Textual 15,siret V,vitrivr VII,79
KIS Textual 15,siret V,vitrivr VIII,79
KIS Textual 15,siret VI,siret VII,73
KIS Textual 15,siret VI,vitrivr I,48
KIS Textual 15,siret VI,vitrivr II,48
KIS Textual 15,siret VI,vitrivr III,38
KIS Textual 15,siret VI,vitrivr IV,48
KIS Textual 15,siret VI,vitrivr V,48
KIS Textual 15,siret VI,vitrivr VI,28
KIS Textual 15,siret VI,vitrivr VII,48
KIS Textual 15,siret VI,vitrivr VIII,48
KIS Textual 15,siret VII,vitrivr I,83
KIS Textual 15,siret VII,vitrivr II,83
KIS Textual 15,siret VII,vitrivr III,83
KIS Textual 15,siret VII,vitrivr IV,83
KIS Textual 15,siret VII,vitrivr V,83
KIS Textual 15,siret VII,vitrivr VI,63
KIS Textual 15,siret VII,vitrivr VII,83
KIS Textual 15,siret VII,vitrivr VIII,83
KIS Textual 15,vitrivr I,vitrivr II,56
KIS Textual 15,vitrivr I,vitrivr III,46
KIS Textual 15,vitrivr I,vitrivr IV,0
KIS Textual 15,vitrivr I,vitrivr V,0
KIS Textual 15,vitrivr I,vitrivr VI,0
KIS Textual 15,vitrivr I,vitrivr VII,0
KIS Textual 15,vitrivr I,vitrivr VIII,0
KIS Textual 15,vitrivr II,vitrivr III,46
KIS Textual 15,vitrivr II,vitrivr IV,56
KIS Textual 15,vitrivr II,vitrivr V,56
KIS Textual 15,vitrivr II,vitrivr VI,36
KIS Textual 15,vitrivr II,vitrivr VII,56
KIS Textual 15,vitrivr II,vitrivr VIII,56
KIS Textual 15,vitrivr III,vitrivr IV,46
KIS Textual 15,vitrivr III,vitrivr V,46
KIS Textual 15,vitrivr III,vitrivr VI,26
KIS Textual 15,vitrivr III,vitrivr VII,46
KIS Textual 15,vitrivr III,vitrivr VIII,46
KIS Textual 15,vitrivr IV,vitrivr V,0
KIS Textual 15,vitrivr IV,vitrivr VI,0
KIS Textual 15,vitrivr IV,vitrivr VII,0
KIS Textual 15,vitrivr IV,vitrivr VIII,0
KIS Textual 15,vitrivr V,vitrivr VI,0
KIS Textual 15,vitrivr V,vitrivr VII,0
KIS Textual 15,vitrivr V,vitrivr VIII,0
KIS Textual 15,vitrivr VI,vitrivr VII,0
KIS Textual 15,vitrivr VI,vitrivr VIII,0
KIS Textual 15,vitrivr VII,vitrivr VIII,0
KIS Visual 17,siret I,siret II,82
KIS Visual 17,siret I,siret III,95
KIS Visual 17,siret I,siret IV,82
KIS Visual 17,siret I,siret V,96
KIS Visual 17,siret I,siret VI,92
KIS Visual 17,siret I,siret VII,97
KIS Visual 17,siret I,vitrivr I,92
KIS Visual 17,siret I,vitrivr II,82
KIS Visual 17,siret I,vitrivr III,92
KIS Visual 17,siret I,vitrivr IV,92
KIS Visual 17,siret I,vitrivr V,92
KIS Visual 17,siret I,vitrivr VI,92
KIS Visual 17,siret I,vitrivr VII,92
KIS Visual 17,siret I,vitrivr VIII,92
KIS Visual 17,siret II,siret III,95
KIS Visual 17,siret II,siret IV,72
KIS Visual 17,siret II,siret V,96
KIS Visual 17,siret II,siret VI,81
KIS Visual 17,siret II,siret VII,97
KIS Visual 17,siret II,vitrivr I,79
KIS Visual 17,siret II,vitrivr II,69
KIS Visual 17,siret II,vitrivr III,79
KIS Visual 17,siret II,vitrivr IV,79
KIS Visual 17,siret II,vitrivr V,79
KIS Visual 17,siret II,vitrivr VI,79
KIS Visual 17,siret II,vitrivr VII,79
KIS Visual 17,siret II,vitrivr VIII,79
KIS Visual 17,siret III,siret IV,85
KIS Visual 17,siret III,siret V,96
KIS Visual 17,siret III,siret VI,95
KIS Visual 17,siret III,siret VII,97
KIS Visual 17,siret III,vitrivr I,95
KIS Visual 17,siret III,vitrivr II,95
KIS Visual 17,siret III,vitrivr III,95
KIS Visual 17,siret III,vitrivr IV,95
KIS Visual 17,siret III,vitrivr V,95
KIS Visual 17,siret III,vitrivr VI,95
KIS Visual 17,siret III,vitrivr VII,95
KIS Visual 17,siret III,vitrivr VIII,95
KIS Visual 17,siret IV,siret V,96
KIS Visual 17,siret IV,siret VI,82
KIS Visual 17,siret IV,siret VII,97
KIS Visual 17,siret IV,vitrivr I,82
KIS Visual 17,siret IV,vitrivr II,72
KIS Visual 17,siret IV,vitrivr III,82
KIS Visual 17,siret IV,vitrivr IV,82
KIS Visual 17,siret IV,vitrivr V,82
KIS Visual 17,siret IV,vitrivr VI,82
KIS Visual 17,siret IV,vitrivr VII,82
KIS Visual 17,siret IV,vitrivr VIII,82
KIS Visual 17,siret V,siret VI,96
KIS Visual 17,siret V,siret VII,97
KIS Visual 17,siret V,vitrivr I,96
KIS Visual 17,siret V,vitrivr II,96
KIS Visual 17,siret V,vitrivr III,96
KIS Visual 17,siret V,vitrivr IV,96
KIS Visual 17,siret V,vitrivr V,96
KIS Visual 17,siret V,vitrivr VI,96
KIS Visual 17,siret V,vitrivr VII,96
KIS Visual 17,siret V,vitrivr VIII,96
KIS Visual 17,siret VI,siret VII,97
KIS Visual 17,siret VI,vitrivr I,91
KIS Visual 17,siret VI,vitrivr II,81
KIS Visual 17,siret VI,vitrivr III,91
KIS Visual 17,siret VI,vitrivr IV,91
KIS Visual 17,siret VI,vitrivr V,91
KIS Visual 17,siret VI,vitrivr VI,91
KIS Visual 17,siret VI,vitrivr VII,91
KIS Visual 17,siret VI,vitrivr VIII,91
KIS Visual 17,siret VII,vitrivr I,97
KIS Visual 17,siret VII,vitrivr II,97
KIS Visual 17,siret VII,vitrivr III,97
KIS Visual 17,siret VII,vitrivr IV,97
KIS Visual 17,siret VII,vitrivr V,97
KIS Visual 17,siret VII,vitrivr VI,97
KIS Visual 17,siret VII,vitrivr VII,97
KIS Visual 17,siret VII,vitrivr VIII,97
KIS Visual 17,vitrivr I,vitrivr II,55
KIS Visual 17,vitrivr I,vitrivr III,75
KIS Visual 17,vitrivr I,vitrivr IV,75
KIS Visual 17,vitrivr I,vitrivr V,75
KIS Visual 17,vitrivr I,vitrivr VI,75
KIS Visual 17,vitrivr I,vitrivr VII,75
KIS Visual 17,vitrivr I,vitrivr VIII,75
KIS Visual 17,vitrivr II,vitrivr III,65
KIS Visual 17,vitrivr II,vitrivr IV,65
KIS Visual 17,vitrivr II,vitrivr V,65
KIS Visual 17,vitrivr II,vitrivr VI,65
KIS Visual 17,vitrivr II,vitrivr VII,65
KIS Visual 17,vitrivr II,vitrivr VIII,65
KIS Visual 17,vitrivr III,vitrivr IV,82
KIS Visual 17,vitrivr III,vitrivr V,82
KIS Visual 17,vitrivr III,vitrivr VI,82
KIS Visual 17,vitrivr III,vitrivr VII,82
KIS Visual 17,vitrivr III,vitrivr VIII,82
KIS Visual 17,vitrivr IV,vitrivr V,66
KIS Visual 17,vitrivr IV,vitrivr VI,71
KIS Visual 17,vitrivr IV,vitrivr VII,79
KIS Visual 17,vitrivr IV,vitrivr VIII,71
KIS Visual 17,vitrivr V,vitrivr VI,66
KIS Visual 17,vitrivr V,vitrivr VII,69
KIS Visual 17,vitrivr V,vitrivr VIII,66
KIS Visual 17,vitrivr VI,vitrivr VII,79
KIS Visual 17,vitrivr VI,vitrivr VIII,65
KIS Visual 17,vitrivr VII,vitrivr VIII,79
KIS Textual 17,siret I,siret II,89
KIS Textual 17,siret I,siret III,89
KIS Textual 17,siret I,siret IV,89
KIS Textual 17,siret I,siret V,89
KIS Textual 17,siret I,siret VI,89
KIS Textual 17,siret I,siret VII,89
KIS Textual 17,siret I,vitrivr I,89
KIS Textual 17,siret I,vitrivr II,89
KIS Textual 17,siret I,vitrivr III,89
KIS Textual 17,siret I,vitrivr IV,89
KIS Textual 17,siret I,vitrivr V,89
KIS Textual 17,siret I,vitrivr VI,89
KIS Textual 17,siret I,vitrivr VII,89
KIS Textual 17,siret I,vitrivr VIII,89
KIS Textual 17,siret II,siret III,0
KIS Textual 17,siret II,siret IV,0
KIS Textual 17,siret II,siret V,0
KIS Textual 17,siret II,siret VI,0
KIS Textual 17,siret II,siret VII,72
KIS Textual 17,siret II,vitrivr I,57
KIS Textual 17,siret II,vitrivr II,51
KIS Textual 17,siret II,vitrivr III,0
KIS Textual 17,siret II,vitrivr IV,0
KIS Textual 17,siret II,vitrivr V,0
KIS Textual 17,siret II,vitrivr VI,0
KIS Textual 17,siret II,vitrivr VII,0
KIS Textual 17,siret II,vitrivr VIII,84
KIS Textual 17,siret III,siret IV,0
KIS Textual 17,siret III,siret V,0
KIS Textual 17,siret III,siret VI,0
KIS Textual 17,siret III,siret VII,72
KIS Textual 17,siret III,vitrivr I,57
KIS Textual 17,siret III,vitrivr II,51
KIS Textual 17,siret III,vitrivr III,0
KIS Textual 17,siret III,vitrivr IV,0
KIS Textual 17,siret III,vitrivr V,0
KIS Textual 17,siret III,vitrivr VI,0
KIS Textual 17,siret III,vitrivr VII,0
KIS Textual 17,siret III,vitrivr VIII,84
KIS Textual 17,siret IV,siret V,0
KIS Textual 17,siret IV,siret VI,0
KIS Textual 17,siret IV,siret VII,72
KIS Textual 17,siret IV,vitrivr I,57
KIS Textual 17,siret IV,vitrivr II,51
KIS Textual 17,siret IV,vitrivr III,0
KIS Textual 17,siret IV,vitrivr IV,0
KIS Textual 17,siret IV,vitrivr V,0
KIS Textual 17,siret IV,vitrivr VI,0
KIS Textual 17,siret IV,vitrivr VII,0
KIS Textual 17,siret IV,vitrivr VIII,84
KIS Textual 17,siret V,siret VI,0
KIS Textual 17,siret V,siret VII,72
KIS Textual 17,siret V,vitrivr I,57
KIS Textual 17,siret V,vitrivr II,41
KIS Textual 17,siret V,vitrivr III,0
KIS Textual 17,siret V,vitrivr IV,0
KIS Textual 17,siret V,vitrivr V,0
KIS Textual 17,siret V,vitrivr VI,0
KIS Textual 17,siret V,vitrivr VII,0
KIS Textual 17,siret V,vitrivr VIII,84
KIS Textual 17,siret VI,siret VII,72
KIS Textual 17,siret VI,vitrivr I,57
KIS Textual 17,siret VI,vitrivr II,41
KIS Textual 17,siret VI,vitrivr III,0
KIS Textual 17,siret VI,vitrivr IV,0
KIS Textual 17,siret VI,vitrivr V,0
KIS Textual 17,siret VI,vitrivr VI,0
KIS Textual 17,siret VI,vitrivr VII,0
KIS Textual 17,siret VI,vitrivr VIII,84
KIS Textual 17,siret VII,vitrivr I,72
KIS Textual 17,siret VII,vitrivr II,72
KIS Textual 17,siret VII,vitrivr III,72
KIS Textual 17,siret VII,vitrivr IV,72
KIS Textual 17,siret VII,vitrivr V,72
KIS Textual 17,siret VII,vitrivr VI,72
KIS Textual 17,siret VII,vitrivr VII,72
KIS Textual 17,siret VII,vitrivr VIII,84
KIS Textual 17,vitrivr I,vitrivr II,57
KIS Textual 17,vitrivr I,vitrivr III,57
KIS Textual 17,vitrivr I,vitrivr IV,57
KIS Textual 17,vitrivr I,vitrivr V,57
KIS Textual 17,vitrivr I,vitrivr VI,57
KIS Textual 17,vitrivr I,vitrivr VII,57
KIS Textual 17,vitrivr I,vitrivr VIII,84
KIS Textual 17,vitrivr II,vitrivr III,51
KIS Textual 17,vitrivr II,vitrivr IV,51
KIS Textual 17,vitrivr II,vitrivr V,51
KIS Textual 17,vitrivr II,vitrivr VI,51
KIS Textual 17,vitrivr II,vitrivr VII,51
KIS Textual 17,vitrivr II,vitrivr VIII,84
KIS Textual 17,vitrivr III,vitrivr IV,0
KIS Textual 17,vitrivr III,vitrivr V,0
KIS Textual 17,vitrivr III,vitrivr VI,0
KIS Textual 17,vitrivr III,vitrivr VII,0
KIS Textual 17,vitrivr III,vitrivr VIII,84
KIS Textual 17,vitrivr IV,vitrivr V,0
KIS Textual 17,vitrivr IV,vitrivr VI,0
KIS Textual 17,vitrivr IV,vitrivr VII,0
KIS Textual 17,vitrivr IV,vitrivr VIII,84
KIS Textual 17,vitrivr V,vitrivr VI,0
KIS Textual 17,vitrivr V,vitrivr VII,0
KIS Textual 17,vitrivr V,vitrivr VIII,84
KIS Textual 17,vitrivr VI,vitrivr VII,0
KIS Textual 17,vitrivr VI,vitrivr VIII,84
KIS Textual 17,vitrivr VII,vitrivr VIII,84
KIS Visual 18,siret I,siret II,59
KIS Visual 18,siret I,siret III,49
KIS Visual 18,siret I,siret IV,79
KIS Visual 18,siret I,siret V,60
KIS Visual 18,siret I,siret VI,59
KIS Visual 18,siret I,siret VII,59
KIS Visual 18,siret I,vitrivr I,59
KIS Visual 18,siret I,vitrivr II,59
KIS Visual 18,siret I,vitrivr III,59
KIS Visual 18,siret I,vitrivr IV,59
KIS Visual 18,siret I,vitrivr V,59
KIS Visual 18,siret I,vitrivr VI,59
KIS Visual 18,siret I,vitrivr VII,59
KIS Visual 18,siret I,vitrivr VIII,59
KIS Visual 18,siret II,siret III,0
KIS Visual 18,siret II,siret IV,79
KIS Visual 18,siret II,siret V,60
KIS Visual 18,siret II,siret VI,0
KIS Visual 18,siret II,siret VII,53
KIS Visual 18,siret II,vitrivr I,0
KIS Visual 18,siret II,vitrivr II,0
KIS Visual 18,siret II,vitrivr III,0
KIS Visual 18,siret II,vitrivr IV,0
KIS Visual 18,siret II,vitrivr V,0
KIS Visual 18,siret II,vitrivr VI,0
KIS Visual 18,siret II,vitrivr VII,0
KIS Visual 18,siret II,vitrivr VIII,0
KIS Visual 18,siret III,siret IV,79
KIS Visual 18,siret III,siret V,60
KIS Visual 18,siret III,siret VI,0
KIS Visual 18,siret III,siret VII,43
KIS Visual 18,siret III,vitrivr I,0
KIS Visual 18,siret III,vitrivr II,0
KIS Visual 18,siret III,vitrivr III,0
KIS Visual 18,siret III,vitrivr IV,0
KIS Visual 18,siret III,vitrivr V,0
KIS Visual 18,siret III,vitrivr VI,0
KIS Visual 18,siret III,vitrivr VII,0
KIS Visual 18,siret III,vitrivr VIII,0
KIS Visual 18,siret IV,siret V,79
KIS Visual 18,siret IV,siret VI,79
KIS Visual 18,siret IV,siret VII,79
KIS Visual 18,siret IV,vitrivr I,79
KIS Visual 18,siret IV,vitrivr II,79
KIS Visual 18,siret IV,vitrivr III,79
KIS Visual 18,siret IV,vitrivr IV,79
KIS Visual 18,siret IV,vitrivr V,79
KIS Visual 18,siret IV,vitrivr VI,79
KIS Visual 18,siret IV,vitrivr VII,79
KIS Visual 18,siret IV,vitrivr VIII,79
KIS Visual 18,siret V,siret VI,60
KIS Visual 18,siret V,siret VII,60
KIS Visual 18,siret V,vitrivr I,60
KIS Visual 18,siret V,vitrivr II,60
KIS Visual 18,siret V,vitrivr III,60
KIS Visual 18,siret V,vitrivr IV,60
KIS Visual 18,siret V,vitrivr V,60
KIS Visual 18,siret V,vitrivr VI,60
KIS Visual 18,siret V,vitrivr VII,60
KIS Visual 18,siret V,vitrivr VIII,60
KIS Visual 18,siret VI,siret VII,53
KIS Visual 18,siret VI,vitrivr I,0
KIS Visual 18,siret VI,vitrivr II,0
KIS Visual 18,siret VI,vitrivr III,0
KIS Visual 18,siret VI,vitrivr IV,0
KIS Visual 18,siret VI,vitrivr V,0
KIS Visual 18,siret VI,vitrivr VI,0
KIS Visual 18,siret VI,vitrivr VII,0
KIS Visual 18,siret VI,vitrivr VIII,0
KIS Visual 18,siret VII,vitrivr I,53
KIS Visual 18,siret VII,vitrivr II,53
KIS Visual 18,siret VII,vitrivr III,53
KIS Visual 18,siret VII,vitrivr IV,53
KIS Visual 18,siret VII,vitrivr V,53
KIS Visual 18,siret VII,vitrivr VI,53
KIS Visual 18,siret VII,vitrivr VII,53
KIS Visual 18,siret VII,vitrivr VIII,53
KIS Visual 18,vitrivr I,vitrivr II,0
KIS Visual 18,vitrivr I,vitrivr III,0
KIS Visual 18,vitrivr I,vitrivr IV,0
KIS Visual 18,vitrivr I,vitrivr V,0
KIS Visual 18,vitrivr I,vitrivr VI,0
KIS Visual 18,vitrivr I,vitrivr VII,0
KIS Visual 18,vitrivr I,vitrivr VIII,0
KIS Visual 18,vitrivr II,vitrivr III,0
KIS Visual 18,vitrivr II,vitrivr IV,0
KIS Visual 18,vitrivr II,vitrivr V,0
KIS Visual 18,vitrivr II,vitrivr VI,0
KIS Visual 18,vitrivr II,vitrivr VII,0
KIS Visual 18,vitrivr II,vitrivr VIII,0
KIS Visual 18,vitrivr III,vitrivr IV,0
KIS Visual 18,vitrivr III,vitrivr V,0
KIS Visual 18,vitrivr III,vitrivr VI,0
KIS Visual 18,vitrivr III,vitrivr VII,0
KIS Visual 18,vitrivr III,vitrivr VIII,0
KIS Visual 18,vitrivr IV,vitrivr V,0
KIS Visual 18,vitrivr IV,vitrivr VI,0
KIS Visual 18,vitrivr IV,vitrivr VII,0
KIS Visual 18,vitrivr IV,vitrivr VIII,0
KIS Visual 18,vitrivr V,vitrivr VI,0
KIS Visual 18,vitrivr V,vitrivr VII,0
KIS Visual 18,vitrivr V,vitrivr VIII,0
KIS Visual 18,vitrivr VI,vitrivr VII,0
KIS Visual 18,vitrivr VI,vitrivr VIII,0
KIS Visual 18,vitrivr VII,vitrivr VIII,0
KIS Textual 18,siret I,siret II,81
KIS Textual 18,siret I,siret III,94
KIS Textual 18,siret I,siret IV,59
KIS Textual 18,siret I,siret V,59
KIS Textual 18,siret I,siret VI,88
KIS Textual 18,siret I,siret VII,91
KIS Textual 18,siret I,vitrivr I,59
KIS Textual 18,siret I,vitrivr II,68
KIS Textual 18,siret I,vitrivr III,59
KIS Textual 18,siret I,vitrivr IV,77
KIS Textual 18,siret I,vitrivr V,59
KIS Textual 18,siret I,vitrivr VI,93
KIS Textual 18,siret I,vitrivr VII,59
KIS Textual 18,siret I,vitrivr VIII,59
KIS Textual 18,siret II,siret III,94
KIS Textual 18,siret II,siret IV,81
KIS Textual 18,siret II,siret V,81
KIS Textual 18,siret II,siret VI,88
KIS Textual 18,siret II,siret VII,91
KIS Textual 18,siret II,vitrivr I,81
KIS Textual 18,siret II,vitrivr II,81
KIS Textual 18,siret II,vitrivr III,81
KIS Textual 18,siret II,vitrivr IV,81
KIS Textual 18,siret II,vitrivr V,81
KIS Textual 18,siret II,vitrivr VI,93
KIS Textual 18,siret II,vitrivr VII,81
KIS Textual 18,siret II,vitrivr VIII,81
KIS Textual 18,siret III,siret IV,94
KIS Textual 18,siret III,siret V,94
KIS Textual 18,siret III,siret VI,94
KIS Textual 18,siret III,siret VII,94
KIS Textual 18,siret III,vitrivr I,94
KIS Textual 18,siret III,vitrivr II,94
KIS Textual 18,siret III,vitrivr III,94
KIS Textual 18,siret III,vitrivr IV,94
KIS Textual 18,siret III,vitrivr V,94
KIS Textual 18,siret III,vitrivr VI,94
KIS Textual 18,siret III,vitrivr VII,94
KIS Textual 18,siret III,vitrivr VIII,94
KIS Textual 18,siret IV,siret V,56
KIS Textual 18,siret IV,siret VI,88
KIS Textual 18,siret IV,siret VII,91
KIS Textual 18,siret IV,vitrivr I,56
KIS Textual 18,siret IV,vitrivr II,68
KIS Textual 18,siret IV,vitrivr III,56
KIS Textual 18,siret IV,vitrivr IV,77
KIS Textual 18,siret IV,vitrivr V,56
KIS Textual 18,siret IV,vitrivr VI,93
KIS Textual 18,siret IV,vitrivr VII,56
KIS Textual 18,siret IV,vitrivr VIII,56
KIS Textual 18,siret V,siret VI,88
KIS Textual 18,siret V,siret VII,91
KIS Textual 18,siret V,vitrivr I,54
KIS Textual 18,siret V,vitrivr II,68
KIS Textual 18,siret V,vitrivr III,0
KIS Textual 18,siret V,vitrivr IV,77
KIS Textual 18,siret V,vitrivr V,0
KIS Textual 18,siret V,vitrivr VI,93
KIS Textual 18,siret V,vitrivr VII,0
KIS Textual 18,siret V,vitrivr VIII,0
KIS Textual 18,siret VI,siret VII,91
KIS Textual 18,siret VI,vitrivr I,88
KIS Textual 18,siret VI,vitrivr II,88
KIS Textual 18,siret VI,vitrivr III,88
KIS Textual 18,siret VI,vitrivr IV,88
KIS Textual 18,siret VI,vitrivr V,88
KIS Textual 18,siret VI,vitrivr VI,93
KIS Textual 18,siret VI,vitrivr VII,88
KIS Textual 18,siret VI,vitrivr VIII,88
KIS Textual 18,siret VII,vitrivr I,91
KIS Textual 18,siret VII,vitrivr II,91
KIS Textual 18,siret VII,vitrivr III,91
KIS Textual 18,siret VII,vitrivr IV,91
KIS Textual 18,siret VII,vitrivr V,91
KIS Textual 18,siret VII,vitrivr VI,93
KIS Textual 18,siret VII,vitrivr VII,91
KIS Textual 18,siret VII,vitrivr VIII,91
KIS Textual 18,vitrivr I,vitrivr II,68
KIS Textual 18,vitrivr I,vitrivr III,54
KIS Textual 18,vitrivr I,vitrivr IV,77
KIS Textual 18,vitrivr I,vitrivr V,54
KIS Textual 18,vitrivr I,vitrivr VI,93
KIS Textual 18,vitrivr I,vitrivr VII,54
KIS Textual 18,vitrivr I,vitrivr VIII,54
KIS Textual 18,vitrivr II,vitrivr III,68
KIS Textual 18,vitrivr II,vitrivr IV,68
KIS Textual 18,vitrivr II,vitrivr V,68
KIS Textual 18,vitrivr II,vitrivr VI,93
KIS Textual 18,vitrivr II,vitrivr VII,68
KIS Textual 18,vitrivr II,vitrivr VIII,68
KIS Textual 18,vitrivr III,vitrivr IV,77
KIS Textual 18,vitrivr III,vitrivr V,0
KIS Textual 18,vitrivr III,vitrivr VI,93
KIS Textual 18,vitrivr III,vitrivr VII,0
KIS Textual 18,vitrivr III,vitrivr VIII,0
KIS Textual 18,vitrivr IV,vitrivr V,77
KIS Textual 18,vitrivr IV,vitrivr VI,93
KIS Textual 18,vitrivr IV,vitrivr VII,77
KIS Textual 18,vitrivr IV,vitrivr VIII,77
KIS Textual 18,vitrivr V,vitrivr VI,93
KIS Textual 18,vitrivr V,vitrivr VII,0
KIS Textual 18,vitrivr V,vitrivr VIII,0
KIS Textual 18,vitrivr VI,vitrivr VII,93
KIS Textual 18,vitrivr VI,vitrivr VIII,93
KIS Textual 18,vitrivr VII,vitrivr VIII,0
KIS Visual 19,siret I,siret II,63
KIS Visual 19,siret I,siret III,79
KIS Visual 19,siret I,siret IV,54
KIS Visual 19,siret I,siret V,61
KIS Visual 19,siret I,siret VI,76
KIS Visual 19,siret I,siret VII,85
KIS Visual 19,siret I,vitrivr I,94
KIS Visual 19,siret I,vitrivr II,85
KIS Visual 19,siret I,vitrivr III,62
KIS Visual 19,siret I,vitrivr IV,28
KIS Visual 19,siret I,vitrivr V,91
KIS Visual 19,siret I,vitrivr VI,96
KIS Visual 19,siret I,vitrivr VII,95
KIS Visual 19,siret I,vitrivr VIII,91
KIS Visual 19,siret II,siret III,79
KIS Visual 19,siret II,siret IV,54
KIS Visual 19,siret II,siret V,61
KIS Visual 19,siret II,siret VI,76
KIS Visual 19,siret II,siret VII,85
KIS Visual 19,siret II,vitrivr I,94
KIS Visual 19,siret II,vitrivr II,85
KIS Visual 19,siret II,vitrivr III,62
KIS Visual 19,siret II,vitrivr IV,33
KIS Visual 19,siret II,vitrivr V,91
KIS Visual 19,siret II,vitrivr VI,96
KIS Visual 19,siret II,vitrivr VII,95
KIS Visual 19,siret II,vitrivr VIII,91
KIS Visual 19,siret III,siret IV,79
KIS Visual 19,siret III,siret V,61
KIS Visual 19,siret III,siret VI,79
KIS Visual 19,siret III,siret VII,85
KIS Visual 19,siret III,vitrivr I,94
KIS Visual 19,siret III,vitrivr II,85
KIS Visual 19,siret III,vitrivr III,62
KIS Visual 19,siret III,vitrivr IV,79
KIS Visual 19,siret III,vitrivr V,91
KIS Visual 19,siret III,vitrivr VI,96
KIS Visual 19,siret III,vitrivr VII,95
KIS Visual 19,siret III,vitrivr VIII,91
KIS Visual 19,siret IV,siret V,61
KIS Visual 19,siret IV,siret VI,76
KIS Visual 19,siret IV,siret VII,85
KIS Visual 19,siret IV,vitrivr I,94
KIS Visual 19,siret IV,vitrivr II,85
KIS Visual 19,siret IV,vitrivr III,62
KIS Visual 19,siret IV,vitrivr IV,24
KIS Visual 19,siret IV,vitrivr V,91
KIS Visual 19,siret IV,vitrivr VI,96
KIS Visual 19,siret IV,vitrivr VII,95
KIS Visual 19,siret IV,vitrivr VIII,91
KIS Visual 19,siret V,siret VI,61
KIS Visual 19,siret V,siret VII,75
KIS Visual 19,siret V,vitrivr I,94
KIS Visual 19,siret V,vitrivr II,85
KIS Visual 19,siret V,vitrivr III,42
KIS Visual 19,siret V,vitrivr IV,61
KIS Visual 19,siret V,vitrivr V,91
KIS Visual 19,siret V,vitrivr VI,96
KIS Visual 19,siret V,vitrivr VII,95
KIS Visual 19,siret V,vitrivr VIII,91
KIS Visual 19,siret VI,siret VII,85
KIS Visual 19,siret VI,vitrivr I,94
KIS Visual 19,siret VI,vitrivr II,85
KIS Visual 19,siret VI,vitrivr III,62
KIS Visual 19,siret VI,vitrivr IV,76
KIS Visual 19,siret VI,vitrivr V,91
KIS Visual 19,siret VI,vitrivr VI,96
KIS Visual 19,siret VI,vitrivr VII,95
